Date,Open,High,Low,Close,Adj Close,Volume
2010-02-25,5810.25,5814.89990234375,5752.35009765625,5782.10009765625,5782.10009765625,0
2010-02-26,5787.2998046875,5832.0,5724.7998046875,5766.7001953125,5766.7001953125,0
2010-03-02,5823.5498046875,5857.7001953125,5797.9501953125,5848.7001953125,5848.7001953125,0
2010-03-03,5885.14990234375,5913.14990234375,5848.89990234375,5896.7001953125,5896.7001953125,0
2010-03-04,5906.2998046875,5906.2998046875,5799.4501953125,5833.60009765625,5833.60009765625,0
2010-03-05,5834.0498046875,5863.0498046875,5815.5498046875,5843.2001953125,5843.2001953125,0
2010-03-08,5843.4501953125,5905.7998046875,5843.4501953125,5882.7001953125,5882.7001953125,0
2010-03-09,5903.85009765625,5968.10009765625,5880.4501953125,5925.10009765625,5925.10009765625,0
2010-03-10,5926.2998046875,5947.7001953125,5881.9501953125,5897.85009765625,5897.85009765625,0
2010-03-11,5900.0,5980.0498046875,5900.0,5960.0498046875,5960.0498046875,0
2010-03-12,5977.14990234375,5987.89990234375,5933.14990234375,5960.64990234375,5960.64990234375,0
2010-03-15,5980.64990234375,6052.0498046875,5906.5,6038.4501953125,6038.4501953125,0
2010-03-16,6059.2001953125,6119.7001953125,6021.89990234375,6102.75,6102.75,0
2010-03-17,6094.0,6174.2998046875,6094.0,6143.0,6143.0,0
2010-03-18,6155.75,6185.0,6129.75,6174.7001953125,6174.7001953125,0
2010-03-19,6189.60009765625,6189.60009765625,6132.7001953125,6145.4501953125,6145.4501953125,0
2010-03-22,6086.25,6162.2998046875,6085.14990234375,6128.75,6128.75,0
2010-03-23,6174.5498046875,6176.39990234375,6123.14990234375,6142.7001953125,6142.7001953125,0
2010-03-25,6137.5498046875,6220.0498046875,6128.0498046875,6201.2001953125,6201.2001953125,0
2010-03-26,6223.5,6223.5,6135.0,6151.89990234375,6151.89990234375,0
2010-03-29,6133.64990234375,6140.89990234375,6039.85009765625,6050.9501953125,6050.9501953125,0
2010-03-30,6033.14990234375,6042.85009765625,5908.14990234375,5917.75,5917.75,0
2010-03-31,5947.60009765625,5967.5498046875,5842.2998046875,5855.9501953125,5855.9501953125,0
2010-04-01,5861.4501953125,5994.25,5861.4501953125,5984.0,5984.0,0
2010-04-05,5992.7998046875,6017.35009765625,5933.2998046875,5993.89990234375,5993.89990234375,0
2010-04-06,6001.60009765625,6003.64990234375,5924.0,5934.7998046875,5934.7998046875,0
2010-04-07,5947.85009765625,5947.85009765625,5871.9501953125,5920.0498046875,5920.0498046875,0
2010-04-08,5892.10009765625,5994.2998046875,5892.10009765625,5950.0,5950.0,0
2010-04-09,5959.25,6013.2998046875,5943.64990234375,5950.7001953125,5950.7001953125,0
2010-04-12,5969.10009765625,5985.89990234375,5916.85009765625,5963.7998046875,5963.7998046875,0
2010-04-13,6041.5,6163.14990234375,5905.14990234375,6141.14990234375,6141.14990234375,0
2010-04-15,6141.60009765625,6230.60009765625,6126.7001953125,6171.75,6171.75,0
2010-04-16,6141.85009765625,6194.60009765625,6117.5498046875,6142.85009765625,6142.85009765625,0
2010-04-19,6123.5498046875,6123.5498046875,6026.60009765625,6064.25,6064.25,0
2010-04-20,6117.0498046875,6117.0498046875,5990.14990234375,6000.0,6000.0,0
2010-04-21,6036.5498046875,6050.39990234375,5976.60009765625,6004.60009765625,6004.60009765625,0
2010-04-22,5990.4501953125,6087.4501953125,5977.9501953125,6017.2001953125,6017.2001953125,0
2010-04-23,6055.60009765625,6072.2998046875,6001.85009765625,6016.14990234375,6016.14990234375,0
2010-04-26,6034.5,6059.85009765625,6024.10009765625,6040.0,6040.0,0
2010-04-27,6034.7998046875,6045.5,6015.7001953125,6037.75,6037.75,0
2010-04-28,6014.64990234375,6014.64990234375,5939.5,5949.64990234375,5949.64990234375,0
2010-04-29,5949.7998046875,5961.64990234375,5899.35009765625,5938.5498046875,5938.5498046875,0
2010-04-30,5947.85009765625,6021.75,5914.7001953125,5985.7998046875,5985.7998046875,0
2010-05-03,5946.39990234375,5958.2998046875,5901.85009765625,5930.0,5930.0,0
2010-05-04,5955.2998046875,5958.60009765625,5855.85009765625,5871.7998046875,5871.7998046875,0
2010-05-05,5811.89990234375,5956.60009765625,5771.5498046875,5932.0,5932.0,0
2010-05-06,5925.25,5925.25,5835.39990234375,5867.89990234375,5867.89990234375,0
2010-05-07,5811.7001953125,5818.25,5712.25,5726.60009765625,5726.60009765625,0
2010-05-10,5780.7998046875,5901.5,5772.89990234375,5890.89990234375,5890.89990234375,0
2010-05-11,5900.0,5900.0,5805.35009765625,5834.35009765625,5834.35009765625,0
2010-05-12,5838.14990234375,5911.85009765625,5820.5498046875,5876.25,5876.25,0
2010-05-13,5900.0498046875,5951.0498046875,5887.9501953125,5922.60009765625,5922.60009765625,0
2010-05-14,5913.64990234375,5972.35009765625,5801.89990234375,5839.75,5839.75,0
2010-05-17,5827.39990234375,5827.39990234375,5673.0,5744.5498046875,5744.5498046875,0
2010-05-18,5796.2001953125,5796.2001953125,5686.5,5754.7001953125,5754.7001953125,0
2010-05-19,5742.39990234375,5762.2998046875,5641.2998046875,5663.10009765625,5663.10009765625,0
2010-05-20,5708.75,5714.25,5642.75,5659.89990234375,5659.89990234375,0
2010-05-21,5618.10009765625,5639.64990234375,5554.0,5606.4501953125,5606.4501953125,0
2010-05-24,5622.7001953125,5702.4501953125,5622.64990234375,5638.5,5638.5,0
2010-05-25,5592.35009765625,5592.35009765625,5446.7998046875,5488.10009765625,5488.10009765625,0
2010-05-26,5528.7998046875,5702.35009765625,5528.7998046875,5674.39990234375,5674.39990234375,0
2010-05-27,5671.60009765625,5740.89990234375,5623.2998046875,5713.60009765625,5713.60009765625,0
2010-05-28,5721.2001953125,5792.25,5709.0498046875,5783.60009765625,5783.60009765625,0
2010-05-31,5852.35009765625,5852.35009765625,5704.2001953125,5761.9501953125,5761.9501953125,0
2010-06-01,5762.0498046875,5764.0498046875,5679.10009765625,5688.2998046875,5688.2998046875,0
2010-06-02,5688.7998046875,5757.10009765625,5688.7998046875,5738.4501953125,5738.4501953125,0
2010-06-03,5804.25,5854.9501953125,5800.10009765625,5839.64990234375,5839.64990234375,0
2010-06-04,5844.2998046875,5894.35009765625,5799.85009765625,5884.2998046875,5884.2998046875,0
2010-06-07,5783.60009765625,5801.14990234375,5732.25,5785.85009765625,5785.85009765625,0
2010-06-08,5786.14990234375,5821.5498046875,5727.35009765625,5740.7001953125,5740.7001953125,0
2010-06-09,5744.5498046875,5765.2998046875,5658.85009765625,5670.39990234375,5670.39990234375,0
2010-06-10,5668.14990234375,5747.0498046875,5668.14990234375,5735.10009765625,5735.10009765625,0
2010-06-11,5776.0,5801.5,5714.7001953125,5739.25,5739.25,0
2010-06-14,5778.85009765625,5965.2001953125,5778.85009765625,5945.25,5945.25,0
2010-06-15,5914.35009765625,5959.2001953125,5899.35009765625,5916.75,5916.75,0
2010-06-16,5961.35009765625,5994.2998046875,5942.64990234375,5969.89990234375,5969.89990234375,0
2010-06-17,5985.14990234375,5996.75,5912.7998046875,5975.89990234375,5975.89990234375,0
2010-06-18,5975.0498046875,6064.0,5970.5498046875,6006.9501953125,6006.9501953125,0
2010-06-21,6018.2998046875,6071.75,6018.2998046875,6037.25,6037.25,0
2010-06-22,6004.7998046875,6010.75,5953.39990234375,5958.5498046875,5958.5498046875,0
2010-06-23,5930.4501953125,6016.35009765625,5924.7001953125,6007.64990234375,6007.64990234375,0
2010-06-24,6005.2001953125,6023.10009765625,5958.4501953125,6014.60009765625,6014.60009765625,0
2010-06-25,6001.14990234375,6001.14990234375,5908.0498046875,5921.75,5921.75,0
2010-06-28,5929.5,5990.4501953125,5929.5,5979.60009765625,5979.60009765625,0
2010-06-29,5968.5,5968.5,5892.2998046875,5934.14990234375,5934.14990234375,0
2010-06-30,5877.7998046875,5949.60009765625,5837.0,5928.2998046875,5928.2998046875,0
2010-07-01,5893.64990234375,5893.64990234375,5842.64990234375,5861.25,5861.25,0
2010-07-02,5869.2001953125,5869.2001953125,5800.39990234375,5836.2998046875,5836.2998046875,0
2010-07-05,5837.5498046875,5876.75,5832.14990234375,5862.60009765625,5862.60009765625,0
2010-07-06,5860.89990234375,5975.64990234375,5859.7001953125,5959.5498046875,5959.5498046875,0
2010-07-07,5957.5498046875,5964.4501953125,5921.4501953125,5954.39990234375,5954.39990234375,0
2010-07-08,5980.0498046875,6069.2998046875,5980.0498046875,6041.2998046875,6041.2998046875,0
2010-07-09,6064.75,6123.10009765625,6064.75,6108.39990234375,6108.39990234375,0
2010-07-12,6129.2998046875,6196.39990234375,6128.64990234375,6185.64990234375,6185.64990234375,0
2010-07-13,6150.2001953125,6150.2001953125,5996.5,6028.0498046875,6028.0498046875,0
2010-07-14,6058.4501953125,6063.85009765625,5936.5498046875,5952.4501953125,5952.4501953125,0
2010-07-15,5953.75,5997.25,5950.5,5985.5,5985.5,0
2010-07-16,6013.2001953125,6094.35009765625,6013.2001953125,6086.10009765625,6086.10009765625,0
2010-07-19,6044.0,6107.2001953125,6020.60009765625,6072.7998046875,6072.7998046875,0
2010-07-20,6089.2998046875,6091.75,6042.39990234375,6052.5,6052.5,0
2010-07-21,6060.7998046875,6102.0,6060.7998046875,6097.4501953125,6097.4501953125,0
2010-07-22,6076.2001953125,6084.64990234375,6026.75,6076.25,6076.25,0
2010-07-23,6134.7001953125,6134.7001953125,6086.2001953125,6100.39990234375,6100.39990234375,0
2010-07-26,6103.89990234375,6141.89990234375,6103.89990234375,6131.35009765625,6131.35009765625,0
2010-07-27,6145.60009765625,6187.2998046875,6142.0,6168.64990234375,6168.64990234375,0
2010-07-28,6166.0498046875,6176.7001953125,6132.64990234375,6161.39990234375,6161.39990234375,0
2010-07-29,6146.0498046875,6165.39990234375,6140.85009765625,6152.35009765625,6152.35009765625,0
2010-07-30,6139.25,6144.25,6045.60009765625,6086.85009765625,6086.85009765625,0
2010-08-02,6102.10009765625,6129.89990234375,6088.10009765625,6104.35009765625,6104.35009765625,0
2010-08-03,6118.2001953125,6132.2001953125,6056.64990234375,6077.0,6077.0,0
2010-08-04,6102.75,6297.10009765625,6102.75,6274.2001953125,6274.2001953125,0
2010-08-05,6280.5,6344.35009765625,6280.5,6288.7001953125,6288.7001953125,0
2010-08-06,6289.0,6333.10009765625,6241.7998046875,6259.89990234375,6259.89990234375,0
2010-08-09,6233.7998046875,6320.2001953125,6218.64990234375,6306.85009765625,6306.85009765625,0
2010-08-10,6297.60009765625,6297.60009765625,6196.14990234375,6216.0,6216.0,0
2010-08-11,6213.60009765625,6233.39990234375,6143.75,6161.2998046875,6161.2998046875,0
2010-08-12,6111.9501953125,6111.9501953125,6057.0498046875,6091.0498046875,6091.0498046875,0
2010-08-13,6096.75,6162.7998046875,6080.25,6116.7001953125,6116.7001953125,0
2010-08-16,6086.7998046875,6126.39990234375,6067.39990234375,6086.85009765625,6086.85009765625,0
2010-08-17,6068.7998046875,6119.2001953125,6035.10009765625,6059.5,6059.5,0
2010-08-18,6082.35009765625,6207.7998046875,6082.35009765625,6184.39990234375,6184.39990234375,0
2010-08-19,6208.89990234375,6216.5498046875,6159.85009765625,6183.89990234375,6183.89990234375,0
2010-08-20,6163.4501953125,6163.4501953125,6104.2001953125,6128.60009765625,6128.60009765625,0
2010-08-23,6131.5498046875,6190.85009765625,6123.89990234375,6178.9501953125,6178.9501953125,0
2010-08-24,6161.4501953125,6161.4501953125,6107.60009765625,6117.60009765625,6117.60009765625,0
2010-08-25,6116.0498046875,6151.2001953125,6098.9501953125,6109.9501953125,6109.9501953125,0
2010-08-26,6124.2001953125,6131.60009765625,6088.75,6116.14990234375,6116.14990234375,0
2010-08-27,6116.0498046875,6116.0498046875,5984.39990234375,6005.89990234375,6005.89990234375,0
2010-08-30,6034.7001953125,6057.89990234375,5927.2001953125,5971.25,5971.25,0
2010-08-31,5936.5,5987.7998046875,5908.7001953125,5974.89990234375,5974.89990234375,0
2010-09-01,5975.0498046875,6093.60009765625,5974.60009765625,6086.4501953125,6086.4501953125,0
2010-09-02,6140.25,6140.25,6040.75,6055.2001953125,6055.2001953125,0
2010-09-03,6063.5498046875,6133.85009765625,6063.5,6076.10009765625,6076.10009765625,0
2010-09-06,6125.60009765625,6198.0498046875,6125.60009765625,6184.4501953125,6184.4501953125,0
2010-09-07,6189.9501953125,6268.2998046875,6166.5,6253.64990234375,6253.64990234375,0
2010-09-08,6212.39990234375,6296.2998046875,6191.0,6287.7001953125,6287.7001953125,0
2010-09-09,6273.4501953125,6316.2001953125,6265.14990234375,6302.0,6302.0,0
2010-09-13,6308.60009765625,6382.4501953125,6308.60009765625,6358.14990234375,6358.14990234375,0
2010-09-14,6404.10009765625,6474.10009765625,6397.89990234375,6441.75,6441.75,0
2010-09-15,6447.85009765625,6617.7001953125,6447.85009765625,6602.0,6602.0,0
2010-09-16,6575.14990234375,6575.14990234375,6437.39990234375,6447.25,6447.25,0
2010-09-17,6475.10009765625,6550.9501953125,6465.64990234375,6477.85009765625,6477.85009765625,0
2010-09-20,6488.2001953125,6541.9501953125,6488.2001953125,6528.4501953125,6528.4501953125,0
2010-09-21,6553.75,6685.7998046875,6527.25,6673.2998046875,6673.2998046875,0
2010-09-22,6678.35009765625,6679.0498046875,6553.7001953125,6594.60009765625,6594.60009765625,0
2010-09-23,6572.10009765625,6608.2998046875,6528.0498046875,6596.39990234375,6596.39990234375,0
2010-09-24,6579.2001953125,6647.85009765625,6553.5,6634.7001953125,6634.7001953125,0
2010-09-27,6654.7001953125,6661.64990234375,6587.25,6600.75,6600.75,0
2010-09-28,6584.85009765625,6600.5498046875,6540.60009765625,6560.5,6560.5,0
2010-09-29,6586.25,6662.89990234375,6533.7998046875,6578.60009765625,6578.60009765625,0
2010-09-30,6583.75,6645.5498046875,6532.14990234375,6613.39990234375,6613.39990234375,0
2010-10-01,6616.14990234375,6768.60009765625,6585.35009765625,6759.14990234375,6759.14990234375,0
2010-10-04,6780.7001953125,6866.7998046875,6710.7001953125,6733.35009765625,6733.35009765625,0
2010-10-05,6720.14990234375,6788.60009765625,6720.10009765625,6732.7998046875,6732.7998046875,0
2010-10-06,6759.14990234375,6814.39990234375,6738.10009765625,6776.85009765625,6776.85009765625,0
2010-10-07,6759.25,6769.25,6660.2001953125,6681.4501953125,6681.4501953125,0
2010-10-08,6699.2001953125,6720.7998046875,6643.39990234375,6710.64990234375,6710.64990234375,0
2010-10-11,6743.14990234375,6757.75,6672.0498046875,6716.25,6716.25,0
2010-10-12,6718.2001953125,6750.2001953125,6686.5498046875,6724.14990234375,6724.14990234375,0
2010-10-13,6753.89990234375,6936.14990234375,6731.25,6924.75,6924.75,0
2010-10-14,6946.7001953125,7053.4501953125,6932.35009765625,6952.7998046875,6952.7998046875,0
2010-10-15,7031.39990234375,7036.10009765625,6704.14990234375,6730.10009765625,6730.10009765625,0
2010-10-18,6760.39990234375,6834.89990234375,6650.7001953125,6814.0,6814.0,0
2010-10-19,6804.0,6807.60009765625,6649.5,6663.0,6663.0,0
2010-10-20,6651.10009765625,6720.10009765625,6628.60009765625,6652.2998046875,6652.2998046875,0
2010-10-21,6645.75,6722.4501953125,6614.35009765625,6715.2998046875,6715.2998046875,0
2010-10-22,6717.64990234375,6830.14990234375,6717.64990234375,6777.10009765625,6777.10009765625,0
2010-10-25,6785.7001953125,6827.10009765625,6737.5,6751.7998046875,6751.7998046875,0
2010-10-26,6742.4501953125,6770.4501953125,6709.4501953125,6736.85009765625,6736.85009765625,0
2010-10-27,6720.2998046875,6731.4501953125,6648.7998046875,6663.64990234375,6663.64990234375,0
2010-10-28,6674.89990234375,6739.60009765625,6592.25,6632.5498046875,6632.5498046875,0
2010-10-29,6666.4501953125,6666.4501953125,6554.39990234375,6613.25,6613.25,0
2010-11-01,6637.7001953125,6717.2001953125,6637.7001953125,6670.0,6670.0,0
2010-11-02,6674.2998046875,6723.75,6637.9501953125,6712.7001953125,6712.7001953125,0
2010-11-03,6721.85009765625,6783.5498046875,6701.75,6721.25,6721.25,0
2010-11-04,6762.60009765625,6834.85009765625,6761.5,6818.64990234375,6818.64990234375,0
2010-11-08,6847.9501953125,6847.9501953125,6711.7998046875,6723.60009765625,6723.60009765625,0
2010-11-09,6759.89990234375,6837.39990234375,6744.9501953125,6811.7001953125,6811.7001953125,0
2010-11-10,6800.64990234375,6891.5498046875,6780.25,6851.5498046875,6851.5498046875,0
2010-11-11,6851.35009765625,6853.89990234375,6751.89990234375,6762.7001953125,6762.7001953125,0
2010-11-12,6739.10009765625,6753.75,6644.7001953125,6663.2001953125,6663.2001953125,0
2010-11-15,6676.60009765625,6752.35009765625,6635.9501953125,6733.0,6733.0,0
2010-11-16,6715.60009765625,6719.14990234375,6561.39990234375,6608.2998046875,6608.2998046875,0
2010-11-18,6676.4501953125,6691.60009765625,6594.0498046875,6631.0,6631.0,0
2010-11-19,6615.89990234375,6632.7998046875,6482.7998046875,6503.5,6503.5,0
2010-11-22,6519.7001953125,6696.7998046875,6519.7001953125,6666.5498046875,6666.5498046875,0
2010-11-23,6639.5,6687.14990234375,6532.10009765625,6619.85009765625,6619.85009765625,0
2010-11-24,6626.64990234375,6636.64990234375,6514.7001953125,6540.75,6540.75,0
2010-11-25,6559.2001953125,6739.60009765625,6559.2001953125,6617.89990234375,6617.89990234375,0
2010-11-26,6631.4501953125,6694.25,6590.75,6615.39990234375,6615.39990234375,0
2010-11-29,6659.5498046875,6711.5,6638.89990234375,6688.89990234375,6688.89990234375,0
2010-11-30,6645.0,6745.64990234375,6602.9501953125,6703.60009765625,6703.60009765625,0
2010-12-01,6690.2001953125,6744.2998046875,6690.2001953125,6723.2998046875,6723.2998046875,0
2010-12-02,6751.7998046875,6844.14990234375,6715.5,6827.60009765625,6827.60009765625,0
2010-12-03,6833.64990234375,6906.5498046875,6833.64990234375,6856.64990234375,6856.64990234375,0
2010-12-06,6870.25,6951.4501953125,6865.14990234375,6890.5498046875,6890.5498046875,0
2010-12-07,6890.10009765625,6957.89990234375,6881.0,6932.2998046875,6932.2998046875,0
2010-12-08,6913.0,6913.10009765625,6818.25,6850.89990234375,6850.89990234375,0
2010-12-09,6873.60009765625,6928.85009765625,6834.35009765625,6843.75,6843.75,0
2010-12-10,6827.39990234375,6882.7998046875,6799.64990234375,6869.10009765625,6869.10009765625,0
2010-12-13,6872.10009765625,6896.5,6744.2998046875,6886.10009765625,6886.10009765625,0
2010-12-14,6907.0,6955.9501953125,6852.2998046875,6935.5,6935.5,0
2010-12-15,6920.4501953125,7034.4501953125,6920.4501953125,7024.64990234375,7024.64990234375,0
2010-12-16,7048.89990234375,7221.64990234375,7037.89990234375,7211.7998046875,7211.7998046875,0
2010-12-20,7136.9501953125,7363.9501953125,7136.9501953125,7332.0498046875,7332.0498046875,0
2010-12-21,7340.5,7380.10009765625,7301.0,7325.7001953125,7325.7001953125,0
2010-12-22,7323.75,7342.14990234375,7270.35009765625,7302.9501953125,7302.9501953125,0
2010-12-23,7325.14990234375,7360.35009765625,7307.4501953125,7339.60009765625,7339.60009765625,0
2010-12-24,7289.7001953125,7378.10009765625,7287.0,7353.64990234375,7353.64990234375,0
2010-12-27,7339.75,7407.75,7339.75,7364.10009765625,7364.10009765625,0
2010-12-28,7355.85009765625,7400.89990234375,7355.85009765625,7387.25,7387.25,0
2010-12-29,7388.4501953125,7446.5,7374.85009765625,7426.60009765625,7426.60009765625,0
2010-12-30,7429.14990234375,7512.10009765625,7429.14990234375,7503.64990234375,7503.64990234375,0
2010-12-31,7484.7998046875,7511.0498046875,7436.14990234375,7491.10009765625,7491.10009765625,0
2011-01-03,7503.9501953125,7524.60009765625,7463.7998046875,7492.4501953125,7492.4501953125,0
2011-01-04,7500.2998046875,7560.64990234375,7499.5498046875,7512.2998046875,7512.2998046875,0
2011-01-05,7489.75,7547.14990234375,7479.64990234375,7508.0,7508.0,0
2011-01-06,7544.7001953125,7566.60009765625,7484.25,7545.9501953125,7545.9501953125,0
2011-01-07,7533.7001953125,7591.89990234375,7311.2998046875,7333.7998046875,7333.7998046875,0
2011-01-10,7343.2998046875,7418.2001953125,7264.75,7317.4501953125,7317.4501953125,0
2011-01-11,7233.5498046875,7369.35009765625,7131.5,7194.5,7194.5,0
2011-01-12,7247.35009765625,7356.25,7195.14990234375,7324.0498046875,7324.0498046875,0
2011-01-13,7198.85009765625,7202.39990234375,7044.7998046875,7063.9501953125,7063.9501953125,0
2011-01-14,7043.64990234375,7219.7998046875,7043.64990234375,7068.2001953125,7068.2001953125,0
2011-01-17,7057.5498046875,7197.5,7049.7998046875,7178.2001953125,7178.2001953125,0
2011-01-18,7209.5498046875,7378.0498046875,7209.5498046875,7360.85009765625,7360.85009765625,0
2011-01-19,7349.4501953125,7353.60009765625,7231.14990234375,7267.10009765625,7267.10009765625,0
2011-01-20,7222.89990234375,7373.60009765625,7207.7998046875,7353.75,7353.75,0
2011-01-21,7302.7001953125,7305.2998046875,7228.7998046875,7249.7998046875,7249.7998046875,0
2011-01-24,7232.60009765625,7312.75,7207.64990234375,7295.10009765625,7295.10009765625,0
2011-01-25,7283.2998046875,7327.10009765625,7220.39990234375,7242.5,7242.5,0
2011-01-27,7256.5,7256.5,7132.89990234375,7146.5498046875,7146.5498046875,0
2011-01-28,7159.5498046875,7220.4501953125,7005.89990234375,7065.35009765625,7065.35009765625,0
2011-01-31,6990.75,6995.10009765625,6884.89990234375,6971.25,6971.25,0
2011-02-01,6992.0,6999.75,6824.75,6898.64990234375,6898.64990234375,0
2011-02-02,6964.39990234375,7063.2998046875,6928.89990234375,6961.64990234375,6961.64990234375,0
2011-02-03,6978.75,7061.7998046875,6928.5498046875,6998.89990234375,6998.89990234375,0
2011-02-04,6965.64990234375,7001.39990234375,6824.2001953125,6850.64990234375,6850.64990234375,0
2011-02-07,6916.85009765625,6920.35009765625,6839.7998046875,6861.25,6861.25,0
2011-02-08,6879.5498046875,6915.4501953125,6830.75,6847.5,6847.5,0
2011-02-09,6825.14990234375,6867.14990234375,6759.0498046875,6828.89990234375,6828.89990234375,0
2011-02-10,6799.5,6811.85009765625,6697.2998046875,6720.4501953125,6720.4501953125,0
2011-02-11,6667.25,6742.75,6624.0498046875,6719.64990234375,6719.64990234375,0
2011-02-14,6727.4501953125,6888.10009765625,6724.39990234375,6869.0498046875,6869.0498046875,0
2011-02-15,6872.7998046875,6892.10009765625,6782.14990234375,6855.0498046875,6855.0498046875,0
2011-02-16,6831.14990234375,6884.85009765625,6800.39990234375,6862.10009765625,6862.10009765625,0
2011-02-17,6895.60009765625,6916.5498046875,6857.0,6893.2998046875,6893.2998046875,0
2011-02-18,6911.35009765625,6957.25,6805.14990234375,6832.0498046875,6832.0498046875,0
2011-02-21,6831.0498046875,7026.14990234375,6784.2001953125,7014.10009765625,7014.10009765625,0
2011-02-22,6958.35009765625,7029.60009765625,6900.39990234375,6966.7998046875,6966.7998046875,0
2011-02-23,6906.85009765625,6923.64990234375,6846.4501953125,6856.7001953125,6856.7001953125,0
2011-02-24,6803.89990234375,6827.7998046875,6683.75,6706.4501953125,6706.4501953125,0
2011-02-25,6723.7998046875,6728.2001953125,6599.75,6679.7998046875,6679.7998046875,0
2011-02-28,6688.5498046875,6918.7001953125,6628.0498046875,6666.2998046875,6666.2998046875,0
2011-03-01,6714.60009765625,6853.75,6671.5498046875,6831.4501953125,6831.4501953125,0
2011-03-03,6779.0498046875,6814.2001953125,6706.5498046875,6786.7998046875,6786.7998046875,0
2011-03-04,6859.85009765625,6894.7001953125,6793.64990234375,6810.5498046875,6810.5498046875,0
2011-03-07,6754.7001953125,6794.60009765625,6703.10009765625,6747.0498046875,6747.0498046875,0
2011-03-08,6730.2998046875,6898.35009765625,6722.85009765625,6871.7001953125,6871.7001953125,0
2011-03-09,6879.9501953125,6914.2001953125,6809.0,6861.89990234375,6861.89990234375,0
2011-03-10,6851.64990234375,6851.64990234375,6775.4501953125,6827.7001953125,6827.7001953125,0
2011-03-11,6780.39990234375,6798.5,6692.7001953125,6722.25,6722.25,0
2011-03-14,6683.0498046875,6831.0498046875,6676.89990234375,6822.0,6822.0,0
2011-03-15,6686.0498046875,6738.5,6630.89990234375,6689.0498046875,6689.0498046875,0
2011-03-16,6689.25,6776.89990234375,6689.25,6733.2998046875,6733.2998046875,0
2011-03-17,6651.64990234375,6690.7998046875,6624.39990234375,6633.85009765625,6633.85009765625,0
