"Index Name","Date","Open","High","Low","Close"
"NIFTY FMCG","15 Mar 2024","54013.95","54464.95","53886.7","54155.45"
"NIFTY FMCG","14 Mar 2024","53504.4","54252.45","53280.2","54145.80"
"NIFTY FMCG","13 Mar 2024","54844.5","54962.5","53470.25","53664.15"
"NIFTY FMCG","12 Mar 2024","53944.05","53950.25","53382.35","53636.10"
"NIFTY FMCG","11 Mar 2024","54570.85","54628.6","53970.25","54087.45"
"NIFTY FMCG","07 Mar 2024","53914","54461.05","53637.1","54406.30"
"NIFTY FMCG","06 Mar 2024","53657.35","53946.9","53171.75","53879.60"
"NIFTY FMCG","05 Mar 2024","54224.55","54364.95","53580.1","53653.10"
"NIFTY FMCG","04 Mar 2024","54492.85","54588.55","54102.55","54221.75"
"NIFTY FMCG","02 Mar 2024","54433.05","54570.75","54344.6","54466.10"
"NIFTY FMCG","01 Mar 2024","54272.85","54559.65","54062.6","54225.15"
"NIFTY FMCG","29 Feb 2024","53836.75","54113.3","53453.5","54015.60"
"NIFTY FMCG","28 Feb 2024","54406.3","54439.15","53742.65","53824.90"
"NIFTY FMCG","27 Feb 2024","54342.8","54456.65","54128.4","54306.45"
"NIFTY FMCG","26 Feb 2024","54312.6","54433.25","54074.55","54317.30"
"NIFTY FMCG","23 Feb 2024","54528.5","54561.55","54268.75","54337.75"
"NIFTY FMCG","22 Feb 2024","54189.3","54479.8","53581.8","54419.20"
"NIFTY FMCG","21 Feb 2024","53975.55","54226.85","53651.25","53892.35"
"NIFTY FMCG","20 Feb 2024","53981.4","54027.15","53552.55","53882.50"
"NIFTY FMCG","19 Feb 2024","53645.55","54121.6","53576","53943.30"
"NIFTY FMCG","16 Feb 2024","53465","53643.9","53186.7","53518.60"
"NIFTY FMCG","15 Feb 2024","53902","53997.65","53265.4","53321.35"
"NIFTY FMCG","14 Feb 2024","53224.35","53951.7","53138.4","53839.05"
"NIFTY FMCG","13 Feb 2024","53345.4","53534.8","53232.65","53432.05"
"NIFTY FMCG","12 Feb 2024","54005.55","54036","53231.5","53292.95"
